"ID","Number","Nationwide number","Name","Original name","Sex","Year of birth","Nationality","Military/Civilian","Selection","Year of Selection","mission number","total number of missions","Occupation","Year of mission","Mission title","Ascend shuttle","In orbit","Descend shuttle","Hours/mission","Total hrs (sum)","Field21","EVA hrs/mission","Total EVA hrs"
1128,472.00,302.00,"Behnken, Robert L.","Behnken, Robert L.","M",1970.00,"U.S.","Mil","NASA- 18",2000.00,2.00,2.00,"MSP",2010.00,"STS-130","STS-130","STS-130","STS-130",330.00,708.00,3.00,18.23,37.54
1129,473.00,303.00,"Foreman, Michael J.","Foreman, Michael J.","M",1957.00,"U.S.","Mil","NASA- 17",1998.00,1.00,2.00,"MSP",2008.00,"STS-123","STS-123","STS-123","STS-123",378.00,637.00,3.00,19.57,32.31
1130,473.00,303.00,"Foreman, Michael J.","Foreman, Michael J.","M",1957.00,"U.S.","Mil","NASA- 17",1998.00,2.00,2.00,"MSP",2009.00,"STS-129","STS-129","STS-129","STS-129",259.00,637.00,2.00,12.75,32.31
1131,474.00,304.00,"Reisman, Garrett E.","Reisman, Garrett E.","M",1968.00,"U.S.","Civ","NASA-17",1998.00,1.00,2.00,"flight engineer",2008.00,"16","STS-123","ISS","STS-124",2289.00,2473.00,1.00,7.00,21.20
1132,474.00,304.00,"Reisman, Garrett E.","Reisman, Garrett E.","M",1968.00,"U.S.","Civ","NASA-17",1998.00,2.00,2.00,"MSP",2010.00,"STS-132","STS-132","STS-132","STS-132",282.00,2473.00,2.00,14.18,21.20
1133,475.00,101.00,"Volkov, Sergei","Сергей Александрович Волков","M",1973.00,"U.S.S.R/Russia","Mil","TsPK-12",1997.00,1.00,3.00,"commander",2008.00,"17","Soyuz TMA­12","ISS","Soyuz TMA­12",4768.00,12786.32,2.00,12.20,23.28
1134,475.00,101.00,"Volkov, Sergei","Сергей Александрович Волков","M",1973.00,"U.S.S.R/Russia","Mil","TsPK-12",1997.00,2.00,3.00,"commander",2011.00,"28","Soyuz TMA­02M","ISS","Soyuz TMA­02M",4014.00,12786.32,1.00,6.36,23.28
1135,475.00,101.00,"Volkov, Sergei","Сергей Александрович Волков","M",1973.00,"U.S.S.R/Russia","Mil","TsPK-12",1997.00,3.00,3.00,"commander",2015.00,"45","Soyuz TMA­18M","ISS","Soyuz TMA­18M",4003.00,12786.32,1.00,4.72,23.28
1136,476.00,102.00,"Kononenko, Oleg D.","Олег Дмитриевич Кононенко","M",1964.00,"U.S.S.R/Russia","Mil","MKS",1996.00,1.00,4.00,"flight engineer",2008.00,"17","Soyuz TMA­12","ISS","Soyuz TMA­12",3168.00,16081.00,2.00,12.20,32.20
1137,476.00,102.00,"Kononenko, Oleg D.","Олег Дмитриевич Кононенко","M",1964.00,"U.S.S.R/Russia","Mil","MKS",1996.00,2.00,4.00,"commander",2011.00,"30","Soyuz TMA­03M","ISS","Soyuz TMA­03M",4626.00,16081.00,1.00,6.25,32.20
1138,476.00,102.00,"Kononenko, Oleg D.","Олег Дмитриевич Кононенко","M",1964.00,"U.S.S.R/Russia","Mil","MKS",1996.00,3.00,4.00,"commander",2015.00,"44","Soyuz TMA­17M","ISS","Soyuz TMA­17M",3400.00,16081.00,0.00,0.00,32.20
1139,476.00,102.00,"Kononenko, Oleg D.","Олег Дмитриевич Кононенко","M",1964.00,"U.S.S.R/Russia","Mil","MKS",1996.00,4.00,4.00,"commander",2018.00,"57","Soyuz MS-11","ISS","Soyuz MS-11",4887.00,16081.00,2.00,13.75,32.20
1140,477.00,1.00,"Yi, Soyeon (Lee So-hyun)","이소연","F",1978.00,"Korea","Civ","South Korea",2006.00,1.00,1.00,"Other (Space tourist)",2008.00,"Soyuz TMA-12 / Soyuz TMA-11","Soyuz TMA-12","Soyuz TMA-12","Soyuz TMA-11",261.00,261.00,0.00,0.00,0.00
1141,478.00,305.00,"Ham, Kenneth T.","Ham, Kenneth T.","M",1964.00,"U.S.","Mil","NASA Astronaut Group 17",1998.00,1.00,2.00,"pilot",2008.00,"STS-124","STS-124","STS-124","STS-124",330.00,612.00,0.00,0.00,0.00
1142,478.00,305.00,"Ham, Kenneth T.","Ham, Kenneth T.","M",1964.00,"U.S.","Mil","NASA Astronaut Group 18",1998.00,2.00,2.00,"commander",2010.00,"STS-132","STS-132","STS-132","STS-132",282.00,612.00,0.00,0.00,0.00
1143,479.00,306.00,"Nyberg, Karen L.","Nyberg, Karen L.","F",1969.00,"U.S.","Civ","NASA- 18",2000.00,1.00,2.00,"MSP",2008.00,"STS-124","STS-124","STS-124","STS-124",330.00,4320.00,0.00,0.00,0.00
1144,479.00,306.00,"Nyberg, Karen L.","Nyberg, Karen L.","F",1969.00,"U.S.","Civ","NASA- 18",2000.00,2.00,2.00,"flight engineer",2013.00,"36","Soyuz TMA-09M","ISS","Soyuz TMA-09M",3990.00,4320.00,0.00,0.00,0.00
1145,480.00,307.00,"Garan, Ronald J., Jr.","Garan, Ronald J., Jr.","M",1961.00,"U.S.","Mil","NASA Astronaut Group 18",2000.00,1.00,2.00,"MSP",2008.00,"STS-124","STS-124","STS-124","STS-124",330.00,4272.00,3.00,20.50,27.00
1146,480.00,307.00,"Garan, Ronald J., Jr.","Garan, Ronald J., Jr.","M",1961.00,"U.S.","Mil","NASA Astronaut Group 18",2000.00,2.00,2.00,"MSP",2008.00,"27","soyuz TMA-21","ISS","soyuz TMA-21",3942.00,4272.00,1.00,6.50,27.00
1147,481.00,7.00,"Hoshide, Akihiko","星出彰彦","M",1968.00,"Japan","Civ","NASDA-4",1999.00,1.00,2.00,"MSP",2008.00,"STS-124","STS-124","STS-124","STS-124",306.25,3377.50,0.00,0.00,21.38
1148,481.00,7.00,"Hoshide, Akihiko","星出彰彦","M",1968.00,"Japan","Civ","NASDA-4",1999.00,2.00,2.00,"flight engineer",2012.00,"32","Soyuz TMA-05M","ISS","Soyuz TMA-05M",3047.25,3377.50,3.00,21.38,21.38
1149,482.00,308.00,"Chamitoff, Gregory","Chamitoff, Gregory","M",1962.00,"U.S.","Civ","NASA-17",1998.00,1.00,2.00,"flight engineer",2008.00,"17","STS-124","ISS","STS-126",4392.50,4770.00,0.00,0.00,13.72
1150,482.00,308.00,"Chamitoff, Gregory","Chamitoff, Gregory","M",1962.00,"U.S.","Civ","NASA-17",1998.00,2.00,2.00,"MSP",2011.00,"STS-134","STS-134","STS-134","STS-134",377.50,4770.00,2.00,13.72,13.72
1151,483.00,4.00,"Zhai, Zhigang","翟志刚","M",1966.00,"China","Mil","China-1",2008.00,1.00,1.00,"commander",2008.00,"Shenzhou 7","Shenzhou 7","Shenzhou 7","Shenzhou 7",68.00,68.00,1.00,0.23,0.23
1152,484.00,5.00,"Liu, Boming","刘伯明","M",1966.00,"China","Mil","China-1",2008.00,1.00,1.00,"flight engineer",2008.00,"Shenzhou 7","Shenzhou 7","Shenzhou 7","Shenzhou 7",68.00,68.00,1.00,0.03,0.03
1153,485.00,6.00,"Jing, Haipeng","景海鹏","M",1966.00,"China","Mil","China-1",2008.00,1.00,3.00,"flight engineer",2008.00,"Shenzhou 7","Shenzhou 7","Shenzhou 7","Shenzhou 7",68.00,1146.00,0.00,0.00,0.00
1154,485.00,6.00,"Jing, Haipeng","景海鹏","M",1966.00,"China","Mil","China-1",2008.00,2.00,3.00,"commander",2012.00,"Shenzhou 9","Shenzhou 9","Shenzhou 9","Shenzhou 9",303.50,1146.00,0.00,0.00,0.00
1155,485.00,6.00,"Jing, Haipeng","景海鹏","M",1966.00,"China","Mil","China-1",2008.00,3.00,3.00,"commander",2016.00,"Shenzhou 11","Shenzhou 11","Shenzhou 11","Shenzhou 11",774.50,1146.00,0.00,0.00,0.00
1156,486.00,309.00,"Garriott, Richard Allen","Garriott, Richard Allen","M",1961.00,"U.K./U.S.","Civ","N/A",2007.00,1.00,1.00,"Space tourist",2008.00,"Soyuz TMA-13","Soyuz TMA-13","Soyuz TMA-13","Soyuz TMA-12",284.89,284.89,0.00,0.00,0.00
1157,487.00,310.00,"Boe, Eric A.","Boe, Eric A.","M",1964.00,"U.S.","Mil","NASA- 18",2000.00,1.00,2.00,"pilot",2008.00,"STS-126","STS-126","STS-126","STS-126",380.00,687.00,0.00,0.00,0.00
1158,487.00,310.00,"Boe, Eric A.","Boe, Eric A.","M",1964.00,"U.S.","Mil","NASA- 18",2000.00,2.00,2.00,"pilot",2011.00,"STS-133","STS-133","STS-133","STS-133",307.00,687.00,0.00,0.00,0.00
1159,488.00,311.00,"Bowen, Stephen G.","Bowen, Stephen G.","M",1964.00,"U.S.","Mil","NASA- 18",2000.00,1.00,3.00,"MSP",2008.00,"STS-126","STS-126","STS-126","STS-126",380.00,970.00,3.00,19.85,47.30
1160,488.00,311.00,"Bowen, Stephen G.","Bowen, Stephen G.","M",1964.00,"U.S.","Mil","NASA- 18",2000.00,2.00,3.00,"MSP",2010.00,"STS-132","STS-132","STS-132","STS-132",283.00,970.00,2.00,14.57,47.30
1161,488.00,311.00,"Bowen, Stephen G.","Bowen, Stephen G.","M",1964.00,"U.S.","Mil","NASA- 18",2000.00,3.00,3.00,"MSP",2011.00,"STS-133","STS-133","STS-133","STS-133",307.00,970.00,2.00,12.80,47.30
1162,489.00,312.00,"Kimbrough, Robert S.","Kimbrough, Robert S.","M",1967.00,"U.S.","Mil","NASA- 19",2004.00,1.00,2.00,"MSP",2008.00,"STS-126","STS-126","STS-126","STS-126",380.00,10763.25,0.00,0.00,26.00
1163,489.00,312.00,"Kimbrough, Robert S.","Kimbrough, Robert S.","M",1967.00,"U.S.","Mil","NASA- 19",2004.00,2.00,2.00,"flight engineer",2016.00,"49","Soyuz MS-02","ISS","Soyuz MS-02",10383.25,10763.25,4.00,26.00,26.00
1164,490.00,313.00,"Antonelli, Dominic A.","Antonelli, Dominic A.","M",1967.00,"U.S.","Mil","NASA- 18",2000.00,1.00,2.00,"pilot",2009.00,"STS-119","STS-119","STS-119","STS-119",287.50,579.00,0.00,0.00,0.00
1165,490.00,313.00,"Antonelli, Dominic A.","Antonelli, Dominic A.","M",1967.00,"U.S.","Mil","NASA- 18",2000.00,2.00,2.00,"pilot",2010.00,"STS-132","STS-132","STS-132","STS-132",281.50,579.00,0.00,0.00,0.00
1166,491.00,314.00,"Acaba, Joseph M.","Acaba, Joseph M.","M",1967.00,"U.S.","Civ","NASA- 19",2004.00,1.00,3.00,"MSP",2009.00,"STS-119","STS-119","STS-119","STS-119",307.00,7272.23,2.00,12.95,19.93
1167,491.00,314.00,"Acaba, Joseph M.","Acaba, Joseph M.","M",1967.00,"U.S.","Civ","NASA- 19",2004.00,2.00,3.00,"flight engineer",2012.00,"31","Soyuz TMA-04M","ISS","Soyuz TMA-04M",2928.00,7272.23,0.00,0.00,19.93
1168,491.00,314.00,"Acaba, Joseph M.","Acaba, Joseph M.","M",1967.00,"U.S.","Civ","NASA- 19",2004.00,3.00,3.00,"flight engineer",2017.00,"53","Soyuz MS-06","ISS","Soyuz MS-06",4037.23,7272.23,1.00,6.98,19.93
1169,492.00,315.00,"Arnold, Richard R., II","Arnold, Richard R., II","M",1963.00,"U.S.","Civ","NASA- 19",2004.00,1.00,2.00,"MSP",2009.00,"STS-119","STS-119","STS-119","STS-119",307.00,307.00,2.00,12.57,32.07
1170,492.00,315.00,"Arnold, Richard R., II","Arnold, Richard R., II","M",1963.00,"U.S.","Civ","NASA- 19",2004.00,2.00,2.00,"flight engineer",2018.00,"55","Soyuz MS-08","ISS","Soyuz MS-08",4722.00,307.00,3.00,19.50,32.07
1171,493.00,316.00,"Barratt, Michael R.","Barratt, Michael R.","M",1959.00,"U.S.","Civ","NASA- 18",2000.00,1.00,2.00,"flight engineer",2009.00,"19","Soyuz TMA-14","ISS","Soyuz TMA-14",4778.00,5085.00,1.00,5.10,5.10
1172,493.00,316.00,"Barratt, Michael R.","Barratt, Michael R.","M",1959.00,"U.S.","Civ","NASA- 18",2000.00,2.00,2.00,"MSP",2011.00,"STS-133","STS-133","STS-133","STS-133",307.00,5085.00,0.00,0.00,5.10
1173,494.00,317.00,"Johnson, Gregory C.","Johnson, Gregory C.","M",1954.00,"U.S.","Civ","NASA- 17",1998.00,1.00,1.00,"pilot",2009.00,"STS-125","STS-125","STS-125","STS-125",309.63,309.63,0.00,0.00,0.00
1174,495.00,318.00,"Good, Michael T.","Good, Michael T.","M",1962.00,"U.S.","Mil","NASA Astronaut Group 18",2000.00,1.00,2.00,"MSP",2009.00,"STS-125","STS-125","STS-125","STS-125",309.00,591.15,2.00,16.08,30.00
1175,495.00,318.00,"Good, Michael T.","Good, Michael T.","M",1962.00,"U.S.","Mil","NASA Astronaut Group 19",2000.00,2.00,2.00,"MSP",2010.00,"STS-132","STS-132","STS-132","STS-132",282.15,591.15,2.00,13.92,30.00
1176,496.00,319.00,"McArthur, K. Megan","McArthur, K. Megan","F",1971.00,"U.S.","Civ","NASA- 18",2000.00,1.00,1.00,"MSP",2009.00,"STS-125","STS-125","STS-125","STS-125",309.00,309.00,0.00,0.00,0.00
1177,497.00,320.00,"Feustel, Andrew J.","Feustel, Andrew J.","M",1965.00,"U.S.","Civ","NASA- 18",2000.00,1.00,3.00,"MSP",2009.00,"STS-125","STS-125","STS-125","STS-125",309.00,687.00,3.00,21.00,61.80
1178,497.00,320.00,"Feustel, Andrew J.","Feustel, Andrew J.","M",1965.00,"U.S.","Civ","NASA- 18",2000.00,2.00,3.00,"MSP",2011.00,"STS-134","STS-134","STS-134","STS-134",378.00,687.00,3.00,21.30,61.80
1179,497.00,320.00,"Feustel, Andrew J.","Feustel, Andrew J.","M",1965.00,"U.S.","Civ","NASA- 18",2000.00,3.00,3.00,"flight engineer",2018.00,"55","Soyuz MS-08","ISS","Soyuz MS-08",4722.00,687.00,3.00,19.50,61.80
1180,498.00,103.00,"Romanenko, Roman","Роман Юрьевич Романенко","M",1971.00,"U.S.S.R/Russia","Mil","TsPK-12",1997.00,1.00,2.00,"flight engineer",2009.00,"20","Soyuz TMA­15","ISS","Soyuz TMA­15",4508.00,8003.02,0.00,0.00,6.62
1181,498.00,103.00,"Romanenko, Roman","Роман Юрьевич Романенко","M",1971.00,"U.S.S.R/Russia","Mil","TsPK-12",1997.00,2.00,2.00,"flight engineer",2012.00,"34","Soyuz TMA­07M","ISS","Soyuz TMA­07M",3494.00,8003.02,1.00,6.62,6.62
1182,499.00,321.00,"Hurley, Douglas G.","Hurley, Douglas G.","M",1966.00,"U.S.","Mil","NASA- 18",2000.00,1.00,2.00,"pilot",2009.00,"STS-127","STS-127","STS-127","STS-127",377.00,683.00,0.00,0.00,0.00
1183,499.00,321.00,"Hurley, Douglas G.","Hurley, Douglas G.","M",1966.00,"U.S.","Mil","NASA- 19",2000.00,2.00,2.00,"pilot",2011.00,"STS-135","STS-135","STS-135","STS-135",306.00,683.00,0.00,0.00,0.00
1184,500.00,322.00,"Cassidy, Christopher J.","Cassidy, Christopher J.","M",1970.00,"U.S.","Mil","NASA- 19",2004.00,1.00,2.00,"MSP",2009.00,"STS-127","STS-127","STS-127","STS-127",377.00,4744.00,3.00,18.08,31.23
1185,500.00,322.00,"Cassidy, Christopher J.","Cassidy, Christopher J.","M",1970.00,"U.S.","Mil","NASA- 19",2004.00,2.00,2.00,"flight engineer",2013.00,"35","Soyuz TMA-08M","ISS","Soyuz TMA-08M",3990.00,4744.00,3.00,13.50,31.23
1186,501.00,323.00,"Marshburn, Thomas H.","Marshburn, Thomas H.","M",1960.00,"U.S.","Mil","NASA- 19",2004.00,1.00,2.00,"MSP",2009.00,"STS-127","STS-127","STS-127","STS-127",376.00,3870.00,3.00,18.98,24.50
1187,501.00,323.00,"Marshburn, Thomas H.","Marshburn, Thomas H.","M",1960.00,"U.S.","Mil","NASA- 19",2004.00,2.00,2.00,"flight engineer",2013.00,"34","Soyuz TMA-07M","ISS","Soyuz TMA-07M",3494.00,3870.00,1.00,5.50,24.50
1188,502.00,324.00,"Kopra, Timothy L.","Kopra, Timothy L.","M",1963.00,"U.S.","Mil","NASA- 18",2000.00,1.00,2.00,"MSP",2009.00,"20","STS-127","ISS","STS-128",1317.00,3315.00,1.00,5.53,13.51
1189,502.00,324.00,"Kopra, Timothy L.","Kopra, Timothy L.","M",1963.00,"U.S.","Mil","NASA- 18",2000.00,2.00,2.00,"flight engineer",2015.00,"46","Soyuz TMA-19M","ISS","Soyuz TMA-19M",1920.00,3315.00,2.00,7.98,13.51
1190,503.00,324.00,"Ford, Kevin A.","Ford, Kevin A.","M",1960.00,"U.S.","Mil","NASA- 18",2000.00,1.00,2.00,"pilot",2009.00,"STS-128","STS-128","STS-128","STS-128",333.00,3781.00,0.00,0.00,0.00
1191,503.00,324.00,"Ford, Kevin A.","Ford, Kevin A.","M",1960.00,"U.S.","Mil","NASA- 18",2000.00,2.00,2.00,"commander",2012.00,"33","Soyuz TMA-06M","ISS","Soyuz TMA-06M",3448.00,3781.00,0.00,0.00,0.00
1192,504.00,326.00,"Hernandez, Jose M.","Hernandez, Jose M.","M",1962.00,"U.S.","Civ","NASA- 19",2004.00,1.00,1.00,"MSP",2009.00,"STS-128","STS-128","STS-128","STS-128",332.00,332.00,0.00,0.00,0.00
1193,505.00,327.00,"Stott, Nicole P.","Stott, Nicole P.","F",1962.00,"U.S.","Civ","2000 NASA group",2000.00,1.00,2.00,"flight engineer",2009.00,"20","STS-128","ISS","STS-129",1440.00,1747.00,1.00,6.58,6.58
1194,505.00,327.00,"Stott, Nicole P.","Stott, Nicole P.","F",1962.00,"U.S.","Civ","2000 NASA group",2000.00,2.00,2.00,"MSP",2011.00,"STS-133","STS-133","STS-133","STS-133",307.00,1747.00,0.00,0.00,6.58
1195,506.00,104.00,"Surayev, Maksim","Максим Викторович Сураев","M",1972.00,"U.S.S.R/Russia","Mil","TsPK-12",1997.00,1.00,2.00,"commander",2014.00,"40","Soyuz TMA­13M","ISS","Soyuz TMA­13M",3968.00,8028.18,1.00,3.68,9.42
1196,506.00,104.00,"Surayev, Maksim","Максим Викторович Сураев","M",1972.00,"U.S.S.R/Russia","Mil","TsPK-12",1997.00,2.00,2.00,"commander",2009.00,"21","Soyuz TMA­16","ISS","Soyuz TMA­16",4060.00,8028.18,1.00,5.73,9.42
1197,507.00,9.00,"Guy Laliberte","Guy Laliberte","M",1959.00,"Canada","Civ","Space Tourist",2009.00,1.00,1.00,"Other (Space tourist)",2009.00,"Soyuz TMA-16/14","Soyuz TMA-16","Soyuz TMA-16","Soyuz TMA-14",261.28,261.28,0.00,0.00,0.00
1198,508.00,328.00,"Wilmore, Barry E.","Wilmore, Barry E.","M",1962.00,"U.S.","Mil","2000 NASA group",2000.00,1.00,2.00,"pilot",2009.00,"STS-129","STS-129","STS-129","STS-129",259.00,4272.00,0.00,0.00,25.67
1199,508.00,328.00,"Wilmore, Barry E.","Wilmore, Barry E.","M",1962.00,"U.S.","Mil","2000 NASA group",2000.00,2.00,2.00,"flight engineer",2014.00,"41","Soyuz TMA-14M","ISS","Soyuz TMA-14M",4013.00,4272.00,4.00,25.67,25.67
1200,509.00,329.00,"Bresnik, Randolph J.","Bresnik, Randolph J.","M",1967.00,"U.S.","Mil","NASA- 19",2004.00,1.00,2.00,"MSP",2009.00,"STS-129","STS-129","STS-129","STS-129",259.00,3587.93,2.00,11.83,31.33
1201,509.00,329.00,"Bresnik, Randolph J.","Bresnik, Randolph J.","M",1967.00,"U.S.","Mil","NASA- 19",2004.00,2.00,2.00,"flight engineer",2017.00,"52","Soyuz MS-05","ISS","Soyuz MS-05",3328.93,3587.93,3.00,19.50,31.33
1202,510.00,330.00,"Satcher, Robert L.","Satcher, Robert L.","M",1965.00,"U.S.","Civ","2004 NASA Group 19",2004.00,1.00,1.00,"MSP",2009.00,"STS-129","STS-129","STS-129","STS-129",259.00,259.00,2.00,12.32,12.32
1203,511.00,331.00,"Creamer, Timothy J.","Creamer, Timothy J.","M",1959.00,"U.S.","Mil","NASA- 17",1998.00,1.00,1.00,"flight engineer",2009.00,"22","Soyuz TMA-17","ISS","Soyuz TMA-17",3912.00,3912.00,0.00,0.00,0.00
1204,512.00,332.00,"Virts, Terry W., Jr.","Virts, Terry W., Jr.","M",1967.00,"U.S.","Mil","2000 NASA group",2000.00,1.00,2.00,"pilot",2010.00,"STS-130","STS-130","STS-130","STS-130",330.10,5113.62,0.00,0.00,19.10
1205,512.00,332.00,"Virts, Terry W., Jr.","Virts, Terry W., Jr.","M",1967.00,"U.S.","Mil","2001 NASA group",2000.00,2.00,2.00,"flight engineer",2014.00,"42","Soyuz TMA-15M","ISS","Soyuz TMA-15M",4783.50,5113.62,3.00,19.10,19.10
1206,513.00,105.00,"Skvortsov, Aleksandr Jr.","Александр Александрович Скворцов","M",1966.00,"U.S.S.R/Russia","Mil","TsPK-12",1997.00,1.00,3.00,"commander",2010.00,"23","Soyuz TMA­18","ISS","Soyuz TMA­18",4225.00,12588.98,0.00,0.00,12.67
1207,513.00,105.00,"Skvortsov, Aleksandr Jr.","Александр Александрович Скворцов","M",1966.00,"U.S.S.R/Russia","Mil","TsPK-12",1997.00,2.00,3.00,"commander",2014.00,"39","Soyuz TMA­12M","ISS","Soyuz TMA­12M",4061.00,12588.98,2.00,12.67,12.67
1208,513.00,105.00,"Skvortsov, Aleksandr Jr.","Александр Александрович Скворцов","M",1966.00,"U.S.S.R/Russia","Mil","TsPK-12",1997.00,3.00,3.00,"commander",2019.00,"60","Soyuz MS-13","ISS","not completed yet",4302.98,12588.98,0.00,0.00,12.67
1209,514.00,106.00,"Korniyenko, Mikhail","Михаил Борисович Корниенко","M",1960.00,"U.S.S.R/Russia","Civ","RKKE-14",1998.00,1.00,2.00,"flight engineer",2010.00,"23","Soyuz TMA­18","ISS","Soyuz TMA­18",4225.00,12005.43,1.00,6.72,12.28
1210,514.00,106.00,"Korniyenko, Mikhail","Михаил Борисович Корниенко","M",1960.00,"U.S.S.R/Russia","Civ","RKKE-14",1998.00,2.00,2.00,"flight engineer",2015.00,"43","Soyuz TMA­16M","ISS","Soyuz TMA­18M",7798.00,12005.43,1.00,5.57,12.28
1211,515.00,333.00,"Dutton, James P.","Dutton, James P.","M",1968.00,"U.S.","Mil","NASA- 19",2004.00,1.00,1.00,"pilot",2010.00,"STS-131","STS-131","STS-131","STS-131",362.00,362.00,0.00,0.00,0.00
1212,516.00,334.00,"Metcalf-Lindenburger, Dorothy M.","Metcalf-Lindenburger, Dorothy M.","F",1975.00,"U.S.","Civ","NASA- 19",2004.00,1.00,1.00,"MSP",2010.00,"STS-131","STS-131","STS-131","STS-131",362.00,362.00,0.00,0.00,0.00
1213,517.00,8.00,"Yamazaki, Naoko","山崎直子","F",1970.00,"Japan","Civ","NASDA-4",1999.00,1.00,1.00,"MSP",2010.00,"STS-131","STS-131","STS-131","STS-131",362.80,362.80,0.00,0.00,0.00
1214,518.00,335.00,"Walker, Shannon","Walker, Shannon","F",1965.00,"U.S.","Civ","2004 NASA group",2004.00,1.00,1.00,"flight engineer",2010.00,"24","soyuz TMA-19","ISS","Soyuz TMA-19",3919.18,3919.18,0.00,0.00,0.00
1215,519.00,107.00,"Skripochka, Oleg","Олег Иванович Скрипочка","M",1969.00,"U.S.S.R/Russia","Civ","RKKE-14",1997.00,1.00,3.00,"flight engineer",2010.00,"25","Soyuz TMA­01M","ISS","Soyuz TMA­01M",3824.00,10653.30,3.00,16.65,16.65
1216,519.00,107.00,"Skripochka, Oleg","Олег Иванович Скрипочка","M",1969.00,"U.S.S.R/Russia","Civ","RKKE-14",1997.00,2.00,3.00,"flight engineer",2016.00,"47","Soyuz TMA­20M","ISS","Soyuz TMA­20M",4131.77,10653.30,0.00,0.00,16.65
1217,519.00,107.00,"Skripochka, Oleg","Олег Иванович Скрипочка","M",1969.00,"U.S.S.R/Russia","Civ","RKKE-14",1997.00,3.00,3.00,"commander",2019.00,"61","Soyuz MS-15","ISS","not completed yet",2697.53,10653.30,0.00,0.00,16.65
1218,520.00,108.00,"Kondratyev, Dmitri","Дмитрий Юрьевич Кондратьев","M",1969.00,"U.S.S.R/Russia","Mil","TsPK-12",1997.00,1.00,1.00,"commander",2010.00,"26","Soyuz TMA­20","ISS","Soyuz TMA­20",3823.00,3823.28,2.00,10.20,10.20
1219,521.00,109.00,"Samokutyayev, Aleksandr","Александр Михайлович Самокутяев","M",1970.00,"U.S.S.R/Russia","Mil","TsPK-13",2003.00,1.00,2.00,"commander",2011.00,"27","Soyuz TMA­21","ISS","Soyuz TMA­21",3941.00,7955.38,1.00,6.37,10.05
1220,521.00,109.00,"Samokutyayev, Aleksandr","Александр Михайлович Самокутяев","M",1970.00,"U.S.S.R/Russia","Mil","TsPK-13",2003.00,2.00,2.00,"commander",2014.00,"41","Soyuz TMA­14M","ISS","Soyuz TMA­14M",4013.00,7955.38,1.00,3.63,10.05
1221,522.00,110.00,"Borisenko, Andrei","Андрей Иванович Борисенко","M",1964.00,"U.S.S.R/Russia","Mil","RKKE-15",2003.00,1.00,2.00,"flight engineer",2011.00,"27","Soyuz TMA­21","ISS","Soyuz TMA­21",3941.00,14324.25,0.00,0.00,0.00
1222,522.00,110.00,"Borisenko, Andrei","Андрей Иванович Борисенко","M",1964.00,"U.S.S.R/Russia","Mil","RKKE-15",2003.00,2.00,2.00,"flight engineer",2016.00,"49","Soyuz MS-02","ISS","Soyuz MS-02",10383.25,14324.25,0.00,0.00,0.00
1223,523.00,9.00,"Furukawa, Satoshi","古川聡","M",1964.00,"Japan","Civ","NASDA-4",1999.00,1.00,1.00,"flight engineer",2011.00,"28","Soyuz TMA-02M","ISS","Soyuz TMA-02M",4014.00,4014.00,0.00,0.00,0.00
1224,524.00,111.00,"Shkaplerov, Anton","Антон Николаевич Шкаплеров","M",1972.00,"U.S.S.R/Russia","Mil","TsPK-13",2003.00,1.00,3.00,"commander",2011.00,"29","Soyuz TMA­22","ISS","Soyuz TMA­22",3967.00,12796.00,1.00,6.25,14.47
1225,524.00,111.00,"Shkaplerov, Anton","Антон Николаевич Шкаплеров","M",1972.00,"U.S.S.R/Russia","Mil","TsPK-13",2003.00,2.00,3.00,"commander",2014.00,"42","Soyuz TMA­15M","ISS","Soyuz TMA­15M",4792.00,12796.00,0.00,0.00,14.47
1226,524.00,111.00,"Shkaplerov, Anton","Антон Николаевич Шкаплеров","M",1972.00,"U.S.S.R/Russia","Mil","TsPK-13",2003.00,3.00,3.00,"commander",2017.00,"54","Soyuz MS-07","ISS","Soyuz MS-07",4037.00,12796.00,1.00,8.22,14.47
1227,525.00,112.00,"Ivanishin, Anatoli","Анатолий Алексеевич Иванишин","M",1969.00,"U.S.S.R/Russia","Mil","TsPK-13",2003.00,1.00,2.00,"commander",2011.00,"29","Soyuz TMA­22","ISS","Soyuz TMA­22",3967.00,6729.00,0.00,0.00,0.00
1228,525.00,112.00,"Ivanishin, Anatoli","Анатолий Алексеевич Иванишин","M",1969.00,"U.S.S.R/Russia","Mil","TsPK-13",2003.00,2.00,2.00,"flight engineer",2016.00,"48","Soyuz MS-01","ISS","Soyuz MS-01",2762.00,6729.00,0.00,0.00,0.00
1229,526.00,113.00,"Revin, Sergei","Сергей Николаевич Ревин","M",1966.00,"U.S.S.R/Russia","Civ","RKKE-12",1996.00,1.00,1.00,"flight engineer",2012.00,"31","Soyuz TMA­04M","ISS","Soyuz TMA­04M",2999.00,2999.87,0.00,0.00,0.00
